year,title,company_name,language,event_type,performance_start_date,performance_end_date,venue_block_number,venue_street_name,venue_floor_number,venue_unit_number,venue_building_name,synopsis,rating_decision,consumer_advice
2018,WINNER 2018 [EVERYWHERE] TOUR IN SINGAPORE,UNUSUAL ENTERTAINMENT PTE. LTD.,OTHERS,Pop/Rock Concert,3/11/2018,3/11/2018,9,SOMAPAH ROAD,na,na,SINGAPORE EXPO,"Concert by Korean boy band, Winner.",General,na
2018,IKON 2018 CONTINUE TOUR IN SINGAPORE,UNUSUAL ENTERTAINMENT PTE. LTD.,OTHERS,Pop/Rock Concert,4/11/2018,4/11/2018,9,SOMAPAH ROAD,na,na,SINGAPORE EXPO,"iKON is a South Korean boy band formed in 2015 by YG Entertainment, one of the biggest artiste management companies in South Korea.",Advisory,Some Coarse Language
2018,FAITH & FREEDOM: MUSIC OF GEORGE MICHAEL,BASE ENTERTAINMENT MARINA BAY SUB PTE. LTD.,ENGLISH,Pop/Rock Concert,14/12/18,15/12/18,10,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,An indoor concert featuring George Michael's songs with orchestral accompaniment and live singing.,General,na
2018,SG:SW2018 I WRITE THE SONGS FINALE CONCERT,OCEAN BUTTERFLIES MUSIC PTE. LTD.,CHINESE,Pop/Rock Concert,29/09/18,29/09/18,1,STRAITS BOULEVARD,na,na,SINGAPORE CHINESE CULTURAL CENTRE,Indoor variety show with Mandarin songs performance.,General,na
2018,MOVEMENT LIVE IN SINGAPORE 2018,NICHOLAS PHANG WEI SHEN,ENGLISH,Pop/Rock Concert,5/9/2018,5/9/2018,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,"An indoor rock concert featuring American band, Movements, with supporting bands Fader and False Plaintiff from Singapore.",General,na
2018,FUN & LAUGHTER FEST CINEMATIC EDITION,SHAIFUL RISAN BIN MOHAMED HASSAN,ENGLISH,Pop/Rock Concert,29/09/18,29/09/18,6001,BEACH ROAD,na,na,GOLDEN MILE TOWER,"‘Fun & Laughter Fest Cinematic Edition’ is a ska punk/punk rock/rock & roll concert that is being held for the first time in a cinema hall at The Projector. While previous editions only showcased local bands, this edition features some foreign bands. The following is a list of the 10 bands performing:

1.	The Hostiles (Scotland)
2.	199X (Malaysia)
3.	Tadpoles (Malaysia)
4.	The Full Pledge Munkees (Singapore)
5.	Cesspit (Singapore)
6.	Take-Off (Singapore)
7.	Rancour (Singapore)
8.	Iman’s League (Singapore)
9.	Krankydoodle (Singapore)
10.	Les Arachides (Singapore)",Advisory 16,Some Sexual References
2018,ZHU MI MI COMEDY 2018 CONCERT,BIZ TRENDS MUSIC PTE. LTD.,OTHERS,Pop/Rock Concert,6/10/2018,6/10/2018,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert featuring 2 local artistes performing songs in Cantonese and Mandarin.,General,na
2018,MARIAH CAREY CONCERT SINGAPORE,LIVE NATION (SINGAPORE) PTE. LTD.,ENGLISH,Pop/Rock Concert,3/11/2018,3/11/2018,1,VISTA EXCHANGE GREEN,5,na,THE STAR,Indoor concert by American pop star Mariah Carey.,General,na
2018,CHARLIE PUTH LIVE IN SINGAPORE,LIVE NATION (SINGAPORE) PTE. LTD.,ENGLISH,Pop/Rock Concert,13/11/18,13/11/18,1,VISTA EXCHANGE GREEN,5,na,THE STAR,An indoor pop/rock concert featuring Charlie Puth.,General,na
2018,THE WEEKND LIVE IN SINGAPORE,LIVE NATION (SINGAPORE) PTE. LTD.,ENGLISH,Pop/Rock Concert,5/12/2018,5/12/2018,2,STADIUM WALK,na,na,KALLANG INDOOR STADIUM,An indoor R&B concert by The Weeknd.,Advisory 16,Mature Content and Coarse Language
2018,MUSIC CONCERT,MYA NANDAR ENTERPRISE PTE. LTD.,OTHERS,Pop/Rock Concert,7/10/2018,7/10/2018,6001,BEACH ROAD,na,na,GOLDEN MILE TOWER,"An indoor concert by four Myanmarese singers Wai Phyo Aung, Linn Phone Niang, Sai Han Tun and Win Tun Thein.",General,na
2018,SNAIL MAIL - LIVE IN SINGAPORE,SYMMETRY ENTERTAINMENT PTE. LTD.,ENGLISH,Pop/Rock Concert,12/10/2018,12/10/2018,37,LORONG 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,"Concert by American indie rock artiste, Snail Mail, with supporting act by local band, Sobs.",General,na
2018,NOTICE ME SENPAI! 2,CHANG YONGLI ALISTAIR,OTHERS,Pop/Rock Concert,27/10/18,27/10/18,na,ALIWAL STREET,na,na,na,"An indoor Japanese pop concert featuring four bands: Natsuiro Party, Tokimeki Jump, Forerunner and Musubi.",General,na
2018,ANUAR ZAIN 'CINTA TAKKAN BERAKHIR' LIVE IN SINGAPORE 2018,HYPE RECORDS PTE LTD,MALAY,Pop/Rock Concert,26/10/18,26/10/18,1,VISTA EXCHANGE GREEN,4,na,THE STAR,"Indoor concert by Malaysian singer, Anuar Zain.",General,na
2018,IL DIVO ?TIMELESS TOUR ? LIVE IN SINGAPORE 2018,HYPE RECORDS PTE LTD,ENGLISH,Pop/Rock Concert,13/10/18,13/10/18,1,VISTA EXCHANGE GREEN,na,na,THE STAR,"Concert by UK pop-opera quartet, Il Divo, in celebration of their 15th anniversary. Their set list is mostly made up of covers songs such as ""Hello"", ""My Heart Will Go On"" and ""Unchained Melody"".",General,na
2018,BACK TO THE 80S,THUNDER ROCK SCHOOL (PTE. LTD.),ENGLISH,Pop/Rock Concert,26/08/18,26/08/18,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,An indoor concert by music students.,General,na
2018,COMEDY CUM HITS CONCERT,BIZ TRENDS PRODUCTIONS PTE. LTD.,CHINESE,Pop/Rock Concert,20/10/18,20/10/18,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Concert featuring live performances of songs in Chinese and Hokkien.,General,na
2018,VOCALE: GRATITUDE 2018,DE CLOUD PRODUCTIONS PTE. LTD.,ENGLISH,Pop/Rock Concert,16/09/18,16/09/18,100,VICTORIA STREET,na,na,NATIONAL LIBRARY BUILDING,Concert featuring solo and group acapella performances.,General,na
2018,DIVA VS QUEEN,FLY ENTERTAINMENT PTE LTD,ENGLISH,Pop/Rock Concert,27/10/18,27/10/18,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"Indoor charity concert with live singing performances of English, Chinese and dialect songs.",General,na
2018,"JAM HSIAO ""MR. ENTERTAINMENT"" 2018 WORLD TOUR IN SINGAPORE",ROCK RECORDS (S) PTE LTD,CHINESE,Pop/Rock Concert,24/11/18,24/11/18,2,STADIUM WALK,na,na,KALLANG INDOOR STADIUM,Indoor concert by Taiwanese singing Jam Hsiao.,General,na
2018,RED VELVET 2ND CONCERT [REDMARE] IN SINGAPORE,ROCK RECORDS (S) PTE LTD,OTHERS,Pop/Rock Concert,20/10/18,20/10/18,1,VISTA EXCHANGE GREEN,na,na,THE STAR,"""Red Velvet 2nd Concert [Redmare] in Singapore"" is an indoor Kpop concert by South Korean girl band - Red Velvet.",Advisory,Some Disturbing Content
2018,DANI J CONCERT SINGAPORE,LANGE COMMUNICATIONS PTE. LTD.,ENGLISH,Pop/Rock Concert,15/09/18,15/09/18,2,ORCHARD LINK,1,na,SCAPE,"Concert by Spanish singer, Dani J, with opening act featuring Latin dance performances by local dance studios.",General,na
2018,CEPHALOTRIPSY LIVE IN SINGAPORE 2018,MOHAMED SUFIYAN BIN MASRAMLI,ENGLISH,Pop/Rock Concert,24/10/18,24/10/18,34,CRAIG ROAD,B1,2,CHINATOWN PLAZA,"Cephalotripsy, formed in 2003, is an American slam death metal band. The concert will also feature opening acts by two local deathcore bands, The Wreckage and Every Rage I Seek.",Advisory 16,Mature Content
2018,JUST US - SITI NORDIANA & ALIF SATAR LIVE IN SINGAPORE,ADI MEDIA PTE. LTD.,MALAY,Pop/Rock Concert,31/08/18,31/08/18,100,BEACH ROAD,na,na,SHAW TOWERS,Indoor music performance at Shaw Towers Singapore with expected turnout of 1100 pax.,General,na
2018,ZHAO CHUAN + HUANG PIN YUAN OUR SONGS CONCERT,BIZ TRENDS DEVELOPMENT PTE. LTD.,CHINESE,Pop/Rock Concert,27/10/18,27/10/18,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert by veteran singers Zhao Chuan and Huang Ping Yuan.,General,na
2018,AMADOU & MARIAM LIVE IN SINGAPORE,FIGURE8 AGENCY PTE. LTD.,OTHERS,Pop/Rock Concert,12/11/2018,12/11/2018,17,STAMFORD ROAD,1,na,CAPITOL THEATRE,Indoor Afro-pop concert by African singers Amadou and Mariam.,General,na
2018,BONKERS NIGHT,MOHAMAD YAZLY DANIEL BIN MOHD YAMLI,ENGLISH,Pop/Rock Concert,27/10/18,27/10/18,34,CRAIG ROAD,B1,8,CHINATOWN PLAZA,An indoor rock concert featuring nine local bands.,General,na
2018,"AN EVENING WITH HOWARD JONES SOLO - THE SONGS, THE PIANO, AND THE STORIES",MODE PRODUCTIONS PTE. LTD.,ENGLISH,Pop/Rock Concert,23/11/18,23/11/18,3615,JALAN BUKIT MERAH,na,na,GATEWAY THEATRE,"Concert by British solo artist, Howard Jones, who will be performing his pop hits from the 80s and 90s, such as ""What Is Love"" and ""Pearl In The Shell"".",General,na
2018,TRIBUTE TO JOHNNY HALLYDAY,SING'THEATRE LTD.,OTHERS,Pop/Rock Concert,9/12/2018,9/12/2018,1,SARKIES ROAD,na,na,na,An indoor concert featuring the songs by the late Johnny Hallyday.,General,na
2018,LIN SHU RONG 2018 CONCERT,BIZ TRENDS MUSIC PTE. LTD.,CHINESE,Pop/Rock Concert,3/11/2018,3/11/2018,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert by Taiwanese singer Lin Shu Rong.,General,na
2018,AH SAM AND AH TAM HAPPY TOGETHER WORLD TOUR 2018,INFINITY STARSPADE VENTURES PTE. LTD.,OTHERS,Pop/Rock Concert,1/12/2018,1/12/2018,2,STADIUM WALK,1,0,KALLANG INDOOR STADIUM,"Indoor concert by veteran Hong Kong artistes, Alan Tam and Samuel Hui.",General,na
2018,JUDAS PRIEST - LIVE IN SINGAPORE,LAMC PRODUCTIONS PTE LTD,ENGLISH,Pop/Rock Concert,4/12/2018,4/12/2018,1,VENTURE AVENUE,3,na,BIG BOX,An indoor heavy metal concert featuring Judas Priest and opening act Babymetal from Japan.,General,na
2018,LIVE CONCERT WITH GRASSHOPPER,RESORTS WORLD AT SENTOSA PTE. LTD.,CHINESE,Pop/Rock Concert,17/11/18,17/11/18,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,"This event is a live concert by Hong Kong band ""Grasshopper"".",General,na
2018,ANNE MARIE LIVE IN SINGAPORE,WARNER MUSIC SINGAPORE PTE LTD,ENGLISH,Pop/Rock Concert,22/10/18,22/10/18,1,VENTURE AVENUE,na,na,BIG BOX,‘Anne Marie Live In Singapore’ is a concert performance by UK pop singer/songwriter Anne Marie. The concert is part of her ongoing world tour to promote her debut studio album titled “Speak Your Mind”.,Advisory,Some Mature Content
2018,FRANZ FERDINAND - LIVE IN SINGAPORE,NOW/LIVE PTE. LTD.,ENGLISH,Pop/Rock Concert,21/11/18,21/11/18,1,VENTURE AVENUE,na,na,BIG BOX,“Franz Ferdinand – Live in Singapore” is an indoor concert by the Scottish indie rock band Franz Ferdinand.,Advisory,Some Mature Content
2018,PREP LIVE IN SINGAPORE,FLABBERGAST LLP,ENGLISH,Pop/Rock Concert,12/11/2018,12/11/2018,28,CHINA STREET,1,1,na,"An indoor concert with a meet-and-greet session by UK Indie band, Prep.",General,na
2018,"MICHAEL LEARNS TO ROCK - ALL THE HITS ""LIVE"" IN SINGAPORE",MODE PRODUCTIONS PTE. LTD.,ENGLISH,Pop/Rock Concert,29/11/18,29/11/18,1,VISTA EXCHANGE GREEN,na,na,THE STAR,"Indoor concert by Danish soft rock band, Michael Learns to Rock.",General,na
2018,"LIVE PERFORMANCE BY ATIF ASLAM, AWARD CEREMONY.",PASSAGE ENTERTAINMENT PTE. LTD.,OTHER INDIAN,Pop/Rock Concert,13/10/18,13/10/18,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,An indoor concert by Atif Aslam from Pakistan.,General,na
2018,WE THE VILLAINS EP LAUNCH,QUEK YEOW RONG,ENGLISH,Pop/Rock Concert,10/11/2018,10/11/2018,37,LORONG 23 GEYLANG,na,na,YU LI INDUSTRIAL BUILDING,A concert held in conjunction with an EP launch.,General,na
2018,BEST OF CAI XIAO HU CONCERT,BIZ TRENDS PRODUCTIONS PTE. LTD.,OTHERS,Pop/Rock Concert,11/11/2018,11/11/2018,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert featuring 2 Taiwanese artists performing songs in Hokkien and Mandarin.,General,na
2018,WANG WEN LIVE IN SINGAPORE,ADAM KOSNAN BIN KOSNAN SIRAN,ENGLISH,Pop/Rock Concert,20/11/18,20/11/18,28,ALIWAL STREET,1,1,na,Rock concert,General,na
2018,CHILDAID 2018,DICK LEE ASIA PTE. LTD.,ENGLISH,Pop/Rock Concert,25/11/18,26/11/18,na,na,na,na,na,"""Childaid 2018"" is a charity concert organised in aid of The Straits Times Pocket Money Fund and The Business Times Budding Artists Fund.",General,na
2018,"RACHAEL YAMAGATA - ""A LOOKING BACK"" EXPERIENCE TOUR 2018",CHAN HON WENG,ENGLISH,Pop/Rock Concert,1/12/2018,1/12/2018,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"Concert by American singer-songwriter and pianist, Rachel Yamagata.",General,na
2018,NIGHT OF DIZZY COUNTRY!,SHAIFUL RISAN BIN MOHAMED HASSAN,ENGLISH,Pop/Rock Concert,22/11/18,22/11/18,6001,BEACH ROAD,na,na,GOLDEN MILE TOWER,"Live music event featuring Japanese music bands ""Dizzy Sunfist"" and ""Country Yard""",General,na
2018,BAIK PUNYA CONCERT 4D,NORAIN BINTE RAFIE,MALAY,Pop/Rock Concert,13/10/18,13/10/18,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"This is a Malay concert featuring 4 well-known Malaysian artistes known as the 4D - Dato' Awie, Dato' Afdlin Shauki, Dato' AC Mizal and Dato' Hans Isaac.",General,na
2018,BACK IN BUSINESS,MARIA JOAN CLOR BAES,ENGLISH,Pop/Rock Concert,27/09/18,27/09/18,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"""Back In Business"" is a musical revue that consists of an eclectic collection of love, comedic and inspirational songs from the musical theatre canon.",Advisory,Some Mature Content
2018,"""LIKE"" SINGLE LAUNCH","YAP CHERN FUNG, ETHEL",ENGLISH,Pop/Rock Concert,24/11/18,24/11/18,na,na,na,na,na,Concert by local artiste Ethel Yap.,General,na
2018,LOVE FOR ALL SEASONS,ALZHEIMER'S DISEASE ASSOCIATION,ENGLISH,Pop/Rock Concert,25/10/18,25/10/18,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,A concert to raise funds for the Singapore Alzheimer's Disease Association.,General,na
2018,KEN LOH - SONGS ABOUT THEM,"LOH TZE YUAN, KEN",ENGLISH,Pop/Rock Concert,29/12/18,29/12/18,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,Concert performance by local musician Ken Loh with opening act by Sam Driscoll.,General,na
2018,SHANKAR MAHADEVAN LIVE IN CONCERT(BAITHAK TO BOLLYWOOD ),DE IDEAZ PTE. LTD.,OTHER INDIAN,Pop/Rock Concert,26/10/18,26/10/18,1,RAFFLES BOULEVARD,6,601,SINGAPORE INT'L CONVENTION & EXHIBITION CTR,Indoor concert featuring live singing performances by Bollywood singer Shankar Mahadevan.,General,na
2018,LIVELOUD SINGAPORE,BURGOS MARK ALEXIS DEADO,ENGLISH,Pop/Rock Concert,24/11/18,24/11/18,1,VENTURE AVENUE,3,na,BIG BOX,An indoor Catholic youth worship concert.,General,na
2018,HONG KONG JUKEBOX MUSICAL NIGHT,ASIA ARTS & CULTURE PTE. LTD.,OTHERS,Pop/Rock Concert,13/10/18,13/10/18,1,STADIUM WALK,na,na,KALLANG THEATRE,Cantopop concert featuring performances of Cantonese oldies.,General,na
2018,MORBID METAL FESTIVAL,MOHAMMAD KHALID BIN SULAIMAN,ENGLISH,Pop/Rock Concert,2/11/2018,4/11/2018,37,LORONG 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,"“Morbid Metal Festival” was established in 2012, with the aim of promoting local and international extreme metal bands in Singapore.",R18,Mature Content
2018,RUFFEDGE 20TH ANNIVERSARY CONCERT,NURJIHAN BINTE JAUHAR,MALAY,Pop/Rock Concert,6/10/2018,6/10/2018,1,VENTURE AVENUE,na,na,BIG BOX,"Indoor performance by Malaysian pop and R&B band, Ruffedge.",General,na
2018,VISUALIZE 2018,PNG LI PING,OTHERS,Pop/Rock Concert,14/10/18,14/10/18,na,PEREIRA ROAD,1,2,ASIAWIDE INDUSTRIAL BUILDING,"Indoor concert featuring live singing performances by the following six bands: ""El Familia""; ""OSR313""; ""When Heavens Collide""; ""Vauxite""; ""Mystic Dream""; and ""Every Rage I Seek""",Advisory,Some Mature Content
2018,HELLBRINGER LIVE AT EBX,LILYANA TJIOE LILI,ENGLISH,Pop/Rock Concert,24/11/18,24/11/18,37,LOR 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,"The concert will feature Hellbringer, a three-men thrash/speed metal band from Australia, as well as supporting acts by two local metal bands, Heremod and Blood Stone.",Advisory 16,Some Mature Content
2018,C3AFA SINGAPORE 2018 - I LOVE ANISONG CONCERTS,SOZO PTE. LTD.,JAPANES,Pop/Rock Concert,30/11/18,2/12/2018,1,RAFFLES BOULEVARD,4,na,SINGAPORE INT'L CONVENTION & EXHIBITION CTR,An indoor concert featuring 13 Japanese music acts performing theme songs of Japanese animations.,General,na
2018,"""50 TAHUN BERSAMA ALLEYCATS - KONSERT SAMPAIKAN SALAM""",JIVE EVENTS & ENTERTAINMENT,MALAY,Pop/Rock Concert,2/2/2019,2/2/2019,1,STARS AVENUE,na,na,MEDIACORP CAMPUS,"Indoor concert by the legendary Malaysian pop band, Alleycats.",General,na
2018,THE MOFFATTS LIVE IN SINGAPORE - THE REUNION TOUR 2018,FLABBERGAST LLP,ENGLISH,Pop/Rock Concert,1/12/2018,1/12/2018,28,CHINA STREET,1,1,na,"Indoor concert by Canadian band, The Moffatts.",General,na
2018,TRIBUTE TO YAN LI MING,TCR MUSIC STATION,CHINESE,Pop/Rock Concert,10/10/2018,10/10/2018,1,STRAITS BOULEVARD,9,na,SINGAPORE CHINESE CULTURAL CENTRE,Indoor concert featuring local artistes performing songs in Mandarin.,General,na
2018,2018 IU 10TH ANNIVERSARY TOUR CONCERT <??? DLWLRMA> IN SINGAPORE,ROCK RECORDS (S) PTE LTD,OTHERS,Pop/Rock Concert,15/12/18,15/12/18,1,VISTA EXCHANGE GREEN,na,na,THE STAR,"Indoor concert by Kpop singer, IU.",General,na
2018,KINGS OF COMEDY IN CONCERT,BIZ TRENDS PRODUCTIONS PTE. LTD.,CHINESE,Pop/Rock Concert,9/12/2018,9/12/2018,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert featuring four local artistse performing songs in Mandarin and Hokkien.,General,na
2018,ZHANG DI & CHEN JIN PEI COMEDY AND HITS CONCERT,BIZ TRENDS PRODUCTIONS PTE. LTD.,CHINESE,Pop/Rock Concert,16/12/18,16/12/18,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert featuring two Taiwanese artistes performing songs in Mandarin and Hokkien.,General,na
2018,AGAINST THE CURRENT LIVE IN SINGAPORE,SNOWBIRD PRODUCTIONS LLP,ENGLISH,Pop/Rock Concert,27/11/18,27/11/18,2,ORCHARD LINK,na,na,SCAPE,"Indoor concert by American pop/rock band, Against the Current.",General,na
2018,SUNDAY SUNDOWN,SHAIFUL RISAN BIN MOHAMED HASSAN,ENGLISH,Pop/Rock Concert,23/12/18,23/12/18,6001,BEACH ROAD,na,na,GOLDEN MILE TOWER,"Indoor concert featuring English and Malay song performances by 7 bands: ""Pressure Drop""; ""Sin X Schizophrenic Wonderland""; ""Hrvst""; ""Alzheimergrind""; ""Antiwira""; ""The Purnama's""; and ""The Jethroes"".",General,na
2018,SOUNDS OF THE STREETS II,SHAIFUL RISAN BIN MOHAMED HASSAN,ENGLISH,Pop/Rock Concert,15/12/18,15/12/18,6001,BEACH ROAD,5,0,GOLDEN MILE TOWER,"“Sounds Of The Streets II” is the last stop of Australian rock band, “The Rumjacks”, Asia concert tour. The concert will also feature performances from Singaporean rock bands, “Opposition Party”, “Cesspit”, “Annihilitia” and “Veterans”.",Advisory,Some Mature Content
2018,MYANMAR COMMUNITY SHOW,ZAW HTAY WIN,OTHERS,Pop/Rock Concert,2/12/2018,2/12/2018,1,PASIR RIS CLOSE,na,na,E!HUB@DOWNTOWN EAST,"Concert performance by Burmese band, Iron Cross, for Myanmar workers in Singapore.",General,na
2018,NOVEMBER METALLIUM,MOSES NG RENJIE,ENGLISH,Pop/Rock Concert,17/11/18,17/11/18,na,CRAIG ROAD,B1,8,CHINATOWN PLAZA,"""November Metallium"" is a concert featuring heavy metal music.",Advisory,Some Mature Content
2018,GREAT SONGS & LAUGHTER CONCERT,SUPREME PRODUCTIONS PTE. LTD.,CHINESE,Pop/Rock Concert,30/12/18,30/12/18,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Indoor concert with songs performed by 2 local and 1 Taiwanese artistes.,General,na
2018,DON BROCO ASIA TOUR 2018,CHAN HON WENG,ENGLISH,Pop/Rock Concert,16/12/18,16/12/18,5,PEREIRA ROAD,1,5,ASIAWIDE INDUSTRIAL BUILDING,"‘Don Broco Asia Tour 2018’ is a one-night only concert by British rock band, Don Broco. The band will be performing in Singapore for the first time as part of their Asia tour to promote their latest album titled “Technology”.",Advisory,Some Coarse Language
2018,MITRA2K18,HUMBLEBEE PRODUCTIONS PTE. LTD.,TAMIL,Pop/Rock Concert,22/12/18,22/12/18,1,VENTURE AVENUE,3,0,BIG BOX,"A Tamil concert featuring Shaman, Benny Dayal and Psycho Unit.",General,na
2018,LOCAL YOUNG TALENTS SHOWCASE 2018,MUHAMMAD SYAHIRUL ELIAS BIN MOHAMMAD SHAH,MALAY,Pop/Rock Concert,14/12/18,14/12/18,28,ALIWAL STREET,na,na,na,An indoor concert by local talents featuring mainly Malay songs.,General,na
2018,SUPER LADIES,GARRICK WONG KIA LIEH,OTHERS,Pop/Rock Concert,29/12/18,29/12/18,1,STADIUM WALK,na,na,KALLANG THEATRE,"Concert featuring rendition of songs in Cantonese, Mandarin and English by female artistes, Lisa Wong, Camy Tang and Evon Low.",General,na
2018,FULL BATTLE ORDER  2018,ONG CHEE YEONG,OTHERS,Pop/Rock Concert,8/12/2018,8/12/2018,37,LORONG 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,"“Full Battle Order 2018” is an indoor metal concert headlined by local band “Truth be Known”. Supporting acts include: ""Dezaster""; ""Glassmouth""; ""Mucus Mortuary"" and ""Flesh Juicer"".",Advisory 16,Some Mature Content and Coarse Language
2018,INCANTATION SIEGE OF THE PROFANE ASIA TOUR 2018 (MORBID METAL FEST POST PARTY),MOHAMAD KHALID BIN SULAIMAN,ENGLISH,Pop/Rock Concert,1/12/2018,1/12/2018,37,LORONG 23 GEYLANG,2,4,YU LI INDUSTRIAL BUILDING,"The concert features American death metal band, ""Incantation"", as well as a supporting act by Italian thrash-death metal band, ""Methedras"".",R18,Mature Content
2018,WANG JING - BEST OF TERESA TENG CONCERT,BIZ TRENDS DEVELOPMENT PTE. LTD.,CHINESE,Pop/Rock Concert,6/1/2019,6/1/2019,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,"Concert featuring Chinese singer, Wang Jing, who will be singing songs by the late Taiwanese singer, Teresa Teng.",General,na
2018,CHARLIE LIM & THE MOTHERSHIP,FAST TRACK EVENTS PTE. LTD.,ENGLISH,Pop/Rock Concert,7/12/2018,7/12/2018,1,VISTA EXCHANGE GREEN,na,na,THE STAR,An indoor pop/rock concert featuring Charlie Lim and The Mothership and .gif as opening act.,General,na
2018,BASTARDIZER LIVE IN SINGAPORE,MOHAMAD KHALID BIN SULAIMAN,ENGLISH,Pop/Rock Concert,7/12/2018,7/12/2018,39,WOODLANDS CLOSE,na,na,MEGA@WOODLANDS,"“Bastardizer Live in Singapore” is an indoor concert headlined by Australian death thrash metal band, Bastardizer, with a support act by the local band Gengrene.",Advisory 16,Some Mature Content and Coarse Language
2018,CAI QIN ???? ??2019 ??????,CK STAR ENTERTAINMENT PTE. LTD.,CHINESE,Pop/Rock Concert,19/01/19,19/01/19,1,VISTA EXCHANGE GREEN,4,1,THE STAR,Indoor concert by Taiwanese singer Cai Qin.,General,na
2018,TONG YAO-BEST OF TERESA TENG 2019,BIZ TRENDS MUSIC PTE. LTD.,CHINESE,Pop/Rock Concert,19/01/19,19/01/19,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,"Concert by Chinese singer, Tong Yao, who will be singing classic hits from the late singer, Teresa Teng.",General,na
2018,KONSERT AMAL (HIRA SOCIETY INSAF),MOHAMED FAIZAL BIN SYED MOHAMED,MALAY,Pop/Rock Concert,24/12/18,24/12/18,100,BEACH ROAD,3,1,SHAW TOWERS,Indoor concert with live singing performances.,General,na
2018,GOLDEN PROSPEROUS YEARS 2019 CONCERT,BIZ TRENDS DEVELOPMENT PTE. LTD.,CHINESE,Pop/Rock Concert,10/2/2019,10/2/2019,8,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,Concert featuring Mandarin and Hokkien songs in celebration of Chinese New Year.,General,na
2018,"QUEST ""??"" LENNERD'S DEBUT EP LAUNCH CONCERT",LIM KIAN HUI,CHINESE,Pop/Rock Concert,4/1/2019,4/1/2019,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"Concert by local artiste, Lennerd Lim, with supporting act by Cold Cut Duo.",General,na
2019,LOST OR FOUND?,ODYSSEY DANCE THEATRE LTD,ENGLISH,Dance,8/3/2019,8/3/2019,100,VICTORIA STREET,3,1,NATIONAL LIBRARY BUILDING,A modern and contemporary dance performance by choreographer Dr Danny Tan in response to the dichotomy in coping with ‘lost or found’ in one’s direction in life.,General,na
2019,ART STAGE OPENING DANCE PERFORMANCE,YEO SHIH YUN,ENGLISH,Dance,24/01/19,24/01/19,na,BAYFRONT AVENUE,na,na,MARINA BAY SANDS,"Contemporary dance performance by Japanese artist, Chiharu Kuronuma, in response to paintings by Japanese artist, Chihiro Kabata.",General,na
2019,SP3CIFICITY,"KOW TZE HUI, ELIZABETH ANN",ENGLISH,Dance,19/01/19,19/01/19,na,na,na,na,na,Outdoor site-specific dance performance.,General,na
2019,SP3CIFCITY,"KOW TZE HUI, ELIZABETH ANN",ENGLISH,Dance,26/01/19,26/01/19,na,na,na,na,na,Outdoor site-specific dance performance.,General,na
2019,SP3CIFICITY,"KOW TZE HUI, ELIZABETH ANN",ENGLISH,Dance,2/2/2019,2/2/2019,na,na,na,na,na,Outdoor site-specific dance performance.,General,na
2019,FLASHMOB {ORIENTAL CHINESE FUSION DANCE),ELLEN KONG,CHINESE,Dance,17/02/19,17/02/19,2,ORCHARD TURN,NA,NA,ION ORCHARD,Outdoor Chinese fusion flashmob dance performance.,General,na
2019,REPLAY 2019,DYLAN LAW KAR CHUN,ENGLISH,Dance,11/1/2019,12/1/2019,90,GOODMAN ROAD,1,53,GOODMAN ARTS CENTRE,"‘Replay 2019’ is a dance showcase featuring original choreographies by members of VJDA, a group of university students aged 18-25 years old. The genres of dance to be performed include hip-hop, urban and contemporary.",Advisory,Some Mature Content
